iter	Logloss
553	0.03270906323
554	0.03261479339
555	0.03251385218
556	0.0324118148
557	0.03232839215
558	0.03222946584
559	0.03213641378
560	0.03207063399
561	0.03199568436
562	0.03193520375
563	0.03184378792
564	0.03176786225
565	0.03170642038
566	0.03163069367
567	0.03156326409
568	0.03148294026
569	0.03140384311
570	0.03130414848
571	0.03123503161
572	0.03117261576
573	0.03110769623
574	0.03102669397
575	0.03096696076
576	0.03089780595
577	0.03080791731
578	0.0307249232
579	0.0306363791
580	0.03056727317
581	0.03050791817
582	0.03043278038
583	0.03034138931
584	0.03028371706
585	0.03020147248
586	0.03012327064
587	0.03003432099
588	0.02994438655
589	0.02987355173
590	0.02979004974
591	0.02969746475
592	0.02963071581
593	0.02956944892
594	0.02950364798
595	0.02943249195
596	0.02937675985
597	0.02931563951
598	0.02926124396
599	0.02917886143
600	0.02909371041
601	0.02905012678
602	0.02897379514
603	0.02890381101
604	0.02883791935
605	0.02875447102
606	0.02869137128
607	0.02864383381
608	0.0285705604
609	0.02849917771
610	0.02844189907
611	0.02836240847
612	0.02825775106
613	0.02818920588
614	0.02815168142
615	0.02808875175
616	0.02802516329
617	0.02796229178
618	0.0278934415
619	0.02785026773
620	0.02778079976
621	0.02771869211
622	0.02765968794
623	0.02759635027
624	0.02753521406
625	0.0274681164
626	0.02741170805
627	0.02735725576
628	0.02730288128
629	0.02725429477
630	0.02720083576
631	0.02716449434
632	0.02709574162
633	0.02702890066
634	0.02696841761
635	0.02690689292
636	0.02685262318
637	0.02678715681
638	0.02673560352
639	0.02667934261
640	0.02660791001
641	0.02653742547
642	0.02649269351
643	0.0264172246
644	0.02635405676
645	0.02629081893
646	0.02625223838
647	0.02617688693
648	0.02611594923
649	0.02605454743
650	0.02599643151
651	0.02594788685
652	0.02589652252
653	0.025865941
654	0.02580585559
655	0.02577509721
656	0.02571220261
657	0.0256428573
658	0.02557485538
659	0.02550663098
660	0.02543612879
661	0.02536153312
662	0.02531779492
663	0.02528754807
664	0.02523536205
665	0.0251674887
666	0.02512241544
667	0.02506666242
668	0.02505331156
669	0.02499038432
670	0.02493339574
671	0.02487263558
672	0.02480743378
673	0.02475414345
674	0.02471542263
675	0.02467131299
676	0.0245935291
677	0.02455247943
678	0.02450834434
679	0.024434243316680	0.024378808936681	0.024329778836682	0.024263450266683	0.024206526416684	0.024144264468685	0.024115309685686	0.024047974686687	0.023998004687688	0.023938360688689	0.023863391689690	0.023810060690691	0.023751099691692	0.02369379269693	0.02363488486694	0.023579750936695	0.023510275096696	0.023474972186697	0.023429333916698	0.023378247136699	0.023317198086700	0.023274259870701	0.023218840701702	0.023169108702703	0.02312034070704	0.023076482170705	0.023026858705706	0.022983281706707	0.022934484707708	0.022883170708709	0.022841395709710	0.022802701710711	0.022756605711712	0.02271324271713	0.022676268871714	0.022619960271715	0.022553520571716	0.022496312971717	0.02244412717718	0.022386333718719	0.022344800719720	0.022294259720721	0.022233393721722	0.022170526722723	0.02213058472724	0.022089055372725	0.022042052172726	0.021981167172727	0.021927247172728	0.021891475972729	0.021843804272730	0.021808129673731	0.021755324373732	0.021697265873733	0.021647594173734	0.021639418734735	0.021601645735736	0.021570138736737	0.021554032737738	0.021493708738739	0.021444050739740	0.02139825740	741	0.0213544574742	0.021317030974743	0.021295917574744	0.021260600974745	0.021214588574746	0.021176459774747	0.02113954477748	0.021103617497749	0.021057230427750	0.021008325737751	0.0209685987
752	0.020934614775753	0.02089561517754	0.020863852947755	0.0208260815
756	0.02079472985
757	0.02073134104
758	0.02068552515
759	0.020641770547760	0.020619503476761	0.020584887776762	0.020547318276763	0.020510662376764	0.020461800676765	0.02041585717766	0.020367575087767	0.020323743517768	0.020285026768769	0.020255805769770	0.020208899770771	0.020182619771772	0.020149749772773	0.020110712773774	0.020064249774775	0.020035037775776	0.02000170677777	0.019966613777778	0.019928579778779	0.019894367779780	0.019852094780781	0.019820715781782	0.019789145782783	0.019738396783784	0.019688776784785	0.01963486778786	0.019591532978787	0.019545515078788	0.01950305947789	0.0194598628
790	0.01942277057
791	0.01939860774
792	0.01936468837
793	0.0193213724
794	0.01929064696
795	0.01925421295
796	0.01922229476
797	0.01917714794
798	0.01912475948
799	0.019083367
800	0.01904315096
801	0.01901126724
802	0.01899925904
803	0.01895161152
804	0.01891781124
805	0.01886764486
806	0.01883420876
807	0.01879153038
808	0.01875746406
809	0.0187256242
810	0.01868621385
811	0.0186490547
812	0.01861120459
813	0.01856994657
814	0.018531059
815	0.0184954271
816	0.01845434448
817	0.01842735153
818	0.01838854327
819	0.01835365077
820	0.0183065963
821	0.01827648405
822	0.01823659842
823	0.01820402385
824	0.01819044696
825	0.01814903142
826	0.01811304057
827	0.01808309314
828	0.01805774389
829	0.01801464367
830	0.0179648534
831	0.01793711257
832	0.01790510214
833	0.01787780369
834	0.01783925843
835	0.01781141605
836	0.01778335312
837	0.01775146779
838	0.01771160806
839	0.0176831351
840	0.017654964
841	0.0176169381
842	0.01759122826
843	0.01756050268
844	0.0175235242
845	0.01748872051
846	0.01745922417
847	0.01743255467
848	0.0174030407
849	0.01737363639
850	0.0173465717
851	0.01731026064
852	0.01728270243
853	0.01724878792
854	0.01721099851
855	0.0171867987
856	0.01715840547
857	0.01712943279
858	0.0171023199
859	0.01706925271
860	0.01703823785
861	0.01700892989
862	0.01697648505
863	0.01694253103
864	0.01693859263
865	0.01692185318
866	0.01689132271
867	0.01685384511
868	0.01682367227
869	0.01678743874
870	0.01676275326
871	0.01672776389
872	0.016694371
873	0.01666622763
874	0.01663529603
875	0.01660270006
876	0.01657638658
877	0.01654847168
878	0.01652960317
879	0.01649952139
880	0.01646950381
881	0.01644134626
882	0.01641668588
883	0.01638150128
884	0.01636016088
885	0.01633083021
886	0.01628429386
887	0.01625476733
888	0.01621491332
889	0.01618768205
890	0.01615190113
891	0.01612510926
892	0.01609706408
893	0.01606703486
894	0.01603549617
895	0.0160159468
896	0.01599578161
897	0.01595985309
898	0.01593199259
899	0.0159092956
900	0.0158804343
901	0.01585817494
902	0.01581695553
903	0.01577914657
904	0.01574637266
905	0.01571150804
906	0.0156863825
907	0.01565936592
908	0.01563427603
909	0.01560674488
910	0.01558453351
911	0.0155623107
912	0.01554305578
913	0.01551484233
914	0.01547900877
915	0.01545573664
916	0.01542270975
917	0.01539826429
918	0.01536781665
919	0.01533229177
920	0.01530373326
921	0.01527837711
922	0.01524563436
923	0.01521422885
924	0.01518796253
925	0.01516439606
926	0.01513462881
927	0.01511021272
928	0.01508674047
929	0.01506092969
930	0.01503851614
931	0.01500703284
932	0.01498298851
933	0.01495592664
934	0.01492617108
935	0.0149024038
936	0.01487182193
937	0.01484952105
938	0.01481674417
939	0.01479049661
940	0.01475492819
941	0.01473264069
942	0.01470658638
943	0.01467410633
944	0.01464686273
945	0.01462155809
946	0.01460313456
947	0.01457385111
948	0.01455554165
949	0.01452023412
950	0.0144914189
951	0.01446364885
952	0.01443231773
953	0.01440257835
954	0.01437013797
955	0.0143442441
956	0.01431770707
957	0.01429711819
958	0.01426710653
959	0.01424161096
960	0.01422047375
961	0.01419786483
962	0.01417650124
963	0.01415066617
964	0.01413201278
965	0.01410754379
966	0.0140880467
967	0.01405653938
968	0.01404253701
969	0.0140185277
970	0.01399665135
971	0.01397696001
972	0.01395135717
973	0.01394123281
974	0.01392490259
975	0.01389144943
976	0.01387265505
977	0.01384208992
978	0.01382524362
979	0.01379970322
980	0.01377864309
981	0.01375377302
982	0.01374026438
983	0.0137190695
984	0.01369462131
985	0.01368129373
986	0.01365914288
987	0.01362516083
988	0.01359820453
989	0.01357888627
990	0.01355938401
991	0.01353802013
992	0.01351449259
993	0.01349686174
994	0.01347234198
995	0.01345095055
996	0.01343035403
997	0.01341064595
998	0.01338626574
999	0.0133663895
514578076
999	0.01510818469
